pubid,question,answer,rank,cosine_similarity,inferred
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,12,0.699418,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,13,0.698362,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,14,0.687038,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,15,0.687038,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,16,0.679719,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,17,0.678667,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,18,0.674774,true
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,19,0.671258,false
25431456,Do comparative metabolomics in vegans and omnivores reveal constraints on diet-dependent gut microbiota metabolite production?,yes,20,0.667956,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,1,0.801708,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,2,0.753781,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,3,0.734443,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,4,0.723043,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,5,0.710169,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,6,0.681195,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,7,0.672151,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,8,0.644470,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,9,0.629975,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,10,0.605086,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,11,0.576919,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,12,0.568116,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,13,0.532438,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,14,0.527537,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,15,0.521819,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,16,0.517747,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,17,0.511874,false
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,18,0.509612,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,19,0.505472,true
25439488,"Is disruption of SOX6 associated with a rapid-onset dopa-responsive movement disorder , delayed development , and dysmorphic features?",yes,20,0.503733,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,1,0.748131,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,2,0.725136,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,3,0.645059,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,4,0.637684,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,5,0.634707,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,6,0.609871,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,7,0.593226,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,8,0.585969,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,9,0.584912,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,10,0.584723,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,11,0.575718,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,12,0.575651,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,13,0.575111,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,14,0.574135,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,15,0.570772,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,16,0.570602,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,17,0.568146,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,18,0.558290,true
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,19,0.555775,false
25442655,Do smoking and unstable hinge fractures cause delayed gap filling irrespective of early weight bearing after open wedge osteotomy?,yes,20,0.544179,false
25424054,Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?,yes,1,0.729194,false
25424054,Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?,yes,2,0.716805,true
25424054,Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?,yes,3,0.715041,true
25424054,Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?,yes,4,0.706205,false
25424054,Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?,yes,5,0.697033,true
25424054,Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?,yes,6,0.691627,true
25424054,Is topical clobetasol in conjunction with topical tretinoin effective in preventing scar formation after superficial partial-thickness burn ulcers of the skin : A retrospective study?,yes,7,0.688234,true
